affiliation,category,instructors,nanodegree,skill_level,skills,summary,title,url
Collaboration WithGoogle,School of Development,"['Timothy Jordan', 'Wayne Piekarski', 'Joshua Gordon', 'James Williams']",Android Developer,advanced,"['Android, ', 'Android TV, ', 'Google Cast, ', 'Ubiquitous Computing']","Go where your users are: the living room! With Google Cast and Android TV, you can add a big screen and cinematic experience to your app. This course shows you how to extend your existing Android app to work on Android TV and Google Cast. You can take advantage of both technologies without having to rewrite your app., This course is part of the Ubiquitous Computing series. Designed as standalone short courses, you can take any course on its own, or take them all!",Android TV and Google Cast Development,https://www.udacity.com/course/android-tv-and-google-cast-development--ud875B
,,['Mat Leonard'],Deep Learning,intermediate,,"This course is a part of the Deep Learning Nanodegree Program., Recurrent neural networks learn from sequences of data, like words in text, stock prices, or audio for music generation. Here you'll learn how to build and train recurrent neural networks in TensorFlow, then use them to generate text word by word.",Deep Learning - Recurrent Neural Networks,https://www.udacity.com/course/recurrent-neural-networks--cx21
Collaboration WithGoogle,School of Development,"['Wayne Piekarski', 'Joshua Gordon', 'James Williams', 'Timothy Jordan']",Android Developer,advanced,"['Android, ', 'Android Wear, ', 'Smartwatches, ', 'Ubiquitous Computing']","Extending your app to Android Wear smart watches allows you to reach your users wherever and whenever they'd want or need your app. As you'll learn in this course, you can take your existing Android development experience and apply it to developing for Android Wear. This course will take you through getting started, application structure, and information sharing between the wearable and the companion phone or the cloud. We'll also give you the knowledge necessary for designing great user experiences for wearables including how to take advantage of the always-on display of Android Wear devices., This course is part of the Ubiquitous Computing series. Designed as standalone short courses, you can take any course on its own, or take them all!",Android Wear Development,https://www.udacity.com/course/android-wear-development--ud875A
,,['Mat Leonard'],Deep Learning,beginner,,"This course is a part of the Deep Learning Nanodegree Program., Convolutional networks have revolutionized the field of computer vision. Hand coded feature detection has been replaced with these networks that learn features from the data itself. In this course, you'll learn how to build convolutional networks with TensorFlow, then use them for image classification.",Deep Learning - Convolutional Neural Networks,https://www.udacity.com/course/convolutional-neural-networks--cx22
Collaboration WithAmazon Alexa,,,Artificial Intelligence,advanced,,This course is a part of the Artificial Intelligence Nanodegree Program.,Artificial Intelligence - Voice User Interfaces,https://www.udacity.com/course/voice-user-interface--cx23
Collaboration WithIBM Watson,,,Artificial Intelligence,advanced,,This course is a part of the Artificial Intelligence Nanodegree Program.,Artificial Intelligence - Natural Language Processing,https://www.udacity.com/course/natural-language-processing--cx24
Collaboration WithAffectiva,,,Artificial Intelligence,advanced,,This course is a part of the Artificial Intelligence Nanodegree Program.,Artificial Intelligence - Computer Vision,https://www.udacity.com/course/computer-vision--cx25
,,,Artificial Intelligence,advanced,,This course is a part of the Artificial Intelligence Nanodegree Program.,Artificial Intelligence - Deep Learning,https://www.udacity.com/course/artificial-intelligence-deep-learning--cx26
Collaboration WithGeorgia Institute of Technology,,,Artificial Intelligence,advanced,,This course is a part of the Artificial Intelligence Nanodegree Program.,Artificial Intelligence - Probabalistic Models,https://www.udacity.com/course/probabalistic-models--cx27
Collaboration WithGeorgia Institute of Technology,,,Artificial Intelligence,advanced,,This course is a part of the Artificial Intelligence Nanodegree Program.,"Artificial Intelligence - Logic, Reasoning, and Planning",https://www.udacity.com/course/ai-logic-reasoning-planning--cx28
Collaboration WithGeorgia Institute of Technology,,,Artificial Intelligence,beginner,,This course is a part of the Artificial Intelligence Nanodegree Program.,Artificial Intelligence - Search and Optimization,https://www.udacity.com/course/ai-search-optimization--cx29
,,,Data Foundations,beginner,,"This course is a part of the Data Foundations Nanodegree Program., Spreadsheets are used across all business to store, analyze, and present information. Microsoft Excel is hands down the most common spreadsheet tool, and Excel skills will help you in just about any job. In this course, you'll start by learning the basics, like how to navigate a speadsheet, use shortcuts, and perform calculations. Then you'll dive deeper into more complex formulas and functions, like vlookups, pivot tables, and creating visualizations.  ",Excel Fundamentals,https://www.udacity.com/course/learn-excel--cx30
